# W_Value [GeV] Elastic [pb] Inelastic_I [pb] Inelastic_II [pb] Inelastic_III [pb]
1.00000000e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.01536600e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.03096800e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.06289400e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.09581000e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.11264800e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.12974400e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.14710400e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.18262700e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.20079900e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.21925000e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.23798500e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.25700700e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.27632200e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.29593400e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.31584700e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.33606600e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.35659500e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.39860600e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.42009700e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.44191700e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.46407400e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.48657000e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.50941300e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.58006700e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.60434600e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.62899800e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.65402900e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.67944400e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.73145300e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.75805800e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.78507200e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.81250100e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.86862900e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.89734200e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
1.98615500e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
2.01667400e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
2.04766200e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
2.07912600e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
2.14351200e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
2.17644800e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
2.27832600e+01	3.34444544e-05	3.30958979e-05	6.41015638e-05	7.97574290e-05
